"","score","text","created"
"1833",1,"From olive oil &amp; Brussels sprouts to olive oil &amp; tomatoes: Essential food pairings that complement each other. https://t.co/xM2QYus7t6","2016-04-14:10"
"1834",0,"Do you what Zombies &amp; Sprouts have in common? Check out this book - https://t.co/uqLZBtQWZJ #FPSBS @StephanieOram1","2016-04-14:10"
"1835",0,"Money green that's sum brussels sprouts<ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>","2016-04-14:10"
"1836",0,"Thursday salad special<ed><U+00AE><U+00B8><ed><U+00B1><U+008E><ed><U+00AE><U+00B8><ed><U+00B0><U+00BE><ed><U+00AE><U+00B8><ed><U+00B1><U+0083>
Spring mix from Ripe City, kale from Full Earth Farm and sprouts from The Best Little... https://t.co/p6iNl6Fxnl","2016-04-14:10"
"1837",0,"@OrganicPanic1 Brussel sprouts fried in some olive oil with some bacon capers a little fresh Parma yum!","2016-04-14:10"
"1838",0,"4. The Shining Pt. 1 (Diamonds)
Brussel Sprouts with Candied Almonds 
#SweetChick #MassAppeal… https://t.co/MLKz6EgqMP","2016-04-14:10"
"1839",0,"You water a Chinese bamboo tree for 5 years before it sprouts. The fifth year it can grow up to 90 feet.  Never give up on your #dreams","2016-04-14:10"
"1840",3,"RT @DynamixBody: Eat #BrusselSprouts: They boost the body’s immune response &amp; give your skin a healthy glow. https://t.co/51xIiFeU36 https:…","2016-04-14:10"
"1841",0,"RT @BossAssHumor: When you see your squad https://t.co/mGXAJS1NrO","2016-04-14:10"
"1842",0,"@IrisStryx We have some Sea Scallops and some Roasted Brussels Sprouts that are on the spicy side. Lots of options! https://t.co/lhMlQwOiED","2016-04-14:10"
"1843",1,"$50 #paypal #cash #giveaway with @paigeflamm https://t.co/Li5pZIsaA5 What will you buy at Sprouts? #organic #healthy https://t.co/m59x2GQekA","2016-04-14:10"
"1844",-2,"put in two rows onion sets, sowed brussel sprouts,and primo cabbage put green table near black currants with leeks on. had a panic attack !","2016-04-14:10"
"1845",0,"Whole meal pasta, tomato and basil sauce, nutritional yeast, chickpeas and broccoli sprouts <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0095> https://t.co/7eivRkwSWE","2016-04-14:10"
"1846",0,"Campus is getting greener as it sprouts bike racks, which bud loaner bikes! @ UMass Lowell Lydon… https://t.co/OpZtF4JTqe","2016-04-14:10"
"1847",0,"RT @giannahelling: Rinsing the sprouts with @MsKeenansClass #TM4Sj https://t.co/yoiqByz3nR","2016-04-14:10"
"1848",0,"RT @hhtfamilyblog: Save on Kid Friendly Favorites at the #BetterForYouBrandSale #ad @sproutsfm  https://t.co/xXO36OSSic https://t.co/yHsj1Z…","2016-04-14:10"
"1849",2,"In case anyone was as curious as I was, this is what a brussels sprouts stalk looks like with a star on top https://t.co/fuZuPiT4zF","2016-04-14:10"
"1850",0,"1-cup of Mung bean sprouts contain 50% ... - #fitness #health #weightloss #fatloss #diet https://t.co/UCUFk6ktrd https://t.co/22CkZsKcfW","2016-04-14:10"
"1851",0,"Breakfast flow...

2 egg omelet with Roasted Yukon potatoes, seared Brussel Sprouts and a… https://t.co/ODY1RLSwxq","2016-04-14:10"
"1852",1,"Raw Brussels sprouts contain excellent levels of vitamin C and vitamin K. #ProduceStand #EatWright https://t.co/js81AZOpNd","2016-04-14:10"
"1853",1,"Mix up your dinner routine... Rigatoni like you've never seen it (via @epicurious). https://t.co/M3obs4Z2NW","2016-04-14:10"
"1854",-1,"""Look! I’m doing a new thing; now it sprouts up; dont you recognize it? I’m making a way in the desert paths in the wilderness."" - Isa 43:19","2016-04-14:10"
"1855",1,"Want to #win a $2000 gift card to Sprouts?! #BetterForYouBrandSale #ad #giveaway https://t.co/gU2gXjqymA","2016-04-14:10"
"1856",0,"H.I.A. TIP  SPROUTS. VISIT https://t.co/06qRpcXk2T. https://t.co/Bp8rUCq5zQ","2016-04-14:10"
"1857",0,"** HUGE Sale ** see what's on the list for April! #ad

Here --------&gt;  https://t.co/HOrdUpE9Z4 https://t.co/azQHaMuFZ3","2016-04-14:10"
"1858",1,"Shroomage <ed><U+00AE><U+00BA><ed><U+00BD><U+00B8><ed><U+00AE><U+00B8><ed><U+00B1><U+008B><ed><U+00AE><U+00BA><ed><U+00BD><U+00B9> Miso Happy Broth <ed><U+00AE><U+00BA><ed><U+00BD><U+00B8><ed><U+00AE><U+00BA><ed><U+00B6><U+0084><ed><U+00AE><U+00BA><ed><U+00BD><U+00B9>Sexy Garnishing <U+2728> Sprinkle Sprouts and Krautchi Pickle on top for texture... https://t.co/wSEburPcuc","2016-04-14:10"
"1859",-1,"@H_O_G_ man you gotta tell those brussels sprouts to swipe left more often","2016-04-14:10"
"1860",1,"$2,000 ** #sweepstakes ** here, easy to enter!! #betterforyoubrandsale #ad

Enter ------&gt; https://t.co/NUXvf0CUhN https://t.co/Hq6mjZSl53","2016-04-14:10"
"1861",0,"If you're a #coupon clipper you'll def want to head here https://t.co/3sweTsVMMk for deals #sproutsfm #sp https://t.co/JQ2Lp3S9tj","2016-04-14:10"
"1862",0,"RT @kidsfoodallerg: Sprouts! https://t.co/KRSz4TvHf5","2016-04-14:10"
"1863",0,"$50 #paypal #cash #giveaway with @paigeflamm! https://t.co/ISwla62VLj What will you buy at Sprouts? #organic #health https://t.co/EUGmcMlMFZ","2016-04-14:10"
"1864",0,"4<U+6708>14<U+65E5>(<U+6728>) 23<U+6642>30<U+5206> <U+306E><U+554F><U+984C><U+306E><U+7B54><U+3048><U+3067><U+3059><U+3002> <U+7B54><U+3048>:<U+3010>  Brussels sprouts  <U+3011> (<U+554F><U+984C><U+306F> #Qo6itos <U+304B><U+3089>)","2016-04-14:10"
"1865",0,"4-14-16 Rat Lunch Home Zone- Beef Brisket, Brown Gravy, Mashed Potatoes, Brussel Sprouts, Carrots. Pasta- Made to Order.","2016-04-14:10"
"1866",0,"Chicken cordon bleu with our skin-on mashed potatoes and brussel sprouts available at the Chef's Corner today! https://t.co/v15cfBdFio","2016-04-14:10"
"1867",2,"@Gezzyprice most veg in its raw state is excellent , all the goodness has gone when the arse has been boiled out of it (sprouts) deffo","2016-04-14:10"
"1868",0,"Sprouts! https://t.co/KRSz4TvHf5","2016-04-14:10"
"1869",1,"ALL DAY MAIN-BRINE ROASTED FREE RANGE PORK CUTLE-On caramelized Brussels sprouts&amp;potato,Dutch carrots,spiced jus with apple,&amp;ginger relish","2016-04-14:10"
"1870",0,"If you read my book, you'll see that FAERIES love brussel sprouts.  Do you know brussel sprouts make you skinny?
https://t.co/ZZ2xRlBH6B","2016-04-14:10"
"1871",-1,"I've never had coffee <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>. heard it was nasty. but people said that about Brussel sprouts too .","2016-04-14:10"
"1872",-2,"Things that get me hype today that would horrify my childhood self: brussel sprouts, data, water filters, alternative economic models, golf","2016-04-14:10"
"1873",0,"Roasted Sweet Potatoes and Brussels Sprouts with Balsamic and Parmesan https://t.co/ozVscRDQY8 https://t.co/zFJDZxwIuG","2016-04-14:10"
"1874",1,"RT @healthnet: Love brussels sprouts and like kale (or don't)? Try #kalettes! https://t.co/yvKxvK6hS3 https://t.co/W0QsFzgsuh","2016-04-14:10"
"1875",2,"Have ya stopped by @sproutsfm lately?They’ve got amazing deals on my FAV better 4 u brands! https://t.co/VjfN7zGYvd https://t.co/QmPmqgH3EK","2016-04-14:10"
"1876",0,"Some items that rose in price; Spinach; sprouts;all lettuces inc iceber and leafies; celery","2016-04-14:10"
"1877",0,"Sprouts Farmers Market Inc $SFM Earns “Buy” Rating from Credit Suisse https://t.co/ff2lQnXjC4","2016-04-14:10"
"1878",0,"Sprouts Farmers Market Inc $SFM Earns “Buy” Rating from Credit Suisse https://t.co/pG4Ht9lbAI","2016-04-14:10"
"1879",0,"Sprouts Farmers Market Inc (SFM) Earns “Buy” Rating from Credit Suisse https://t.co/5G1j52x9q0","2016-04-14:10"
"1880",0,"""Crispy duck, bean sprouts, coriander, cucumber pickled ribbons, wasabi caviar.""- By Chef Nick Lowe #DishOfTheDay https://t.co/eqC1978h9z","2016-04-14:10"
"1881",0,"Brussels Sprouts &amp; Apple Salad https://t.co/oVTh4ird1A","2016-04-14:10"
"1882",0,"Sprouts Farmers Market Inc $SFM Rating Increased to Outperform at Wolfe Research https://t.co/HormpVy84R","2016-04-14:10"
"1883",0,"Lil' Sprouts Hatching Easter Eggs - (3 Pack) ~ Watch Them Grow Overnight - https://t.co/ImmzCwkMcv","2016-04-14:09"
"1884",0,"“For as the earth brings forth its sprouts, and as a garden causes what is sown in it to sprout up, so the Lord Go…” https://t.co/9skGRSupjF","2016-04-14:09"
"1885",0,"Sprouts Farmers Market Inc (SFM) Rating Increased to Outperform at Wolfe Research: Sprouts… https://t.co/0FnQglA6ox","2016-04-14:09"
"1886",1,"Head on over to @Sprouts and grab some good for you ingredients... https://t.co/RLMEcy8JKo https://t.co/lChBBHmfVE https://t.co/F61ur1QCWf","2016-04-14:09"
"1887",0,"Let's try to make Chikuwa and Daikon Sprouts Tossed in Mayo-Miso Dressing in our home! #hm… https://t.co/CkkgMJqko2 https://t.co/k9RYYXEDk2","2016-04-14:09"
"1888",0,"Sprouts<U+3063><U+3066><U+30EC><U+30B9><U+30C8><U+30E9><U+30F3><U+3084><U+3063><U+3066><U+308B><U+4EF2><U+306E><U+60AA><U+3044><U+30AB><U+30C3><U+30D7><U+30EB><U+306E><U+30AD><U+30E5><U+30FC><U+30D4><U+30C3><U+30C9><U+3084><U+3063><U+305F><U+3068><U+304D><U+306E><U+56DE><U+306E><U+6B4C><U+3060><U+3063><U+3051><U+3002>","2016-04-14:09"
"1889",0,"@120412Kokoro 
<U+5192><U+967A><U+3059><U+308B><U+306E><U+306F><U+306A><U+3093><U+3068><U+306A><U+30FC><U+304F><U+899A><U+3048><U+3066><U+308B><U+3051><U+3069><U+3069><U+3053><U+3092><U+304B><U+308F><U+3059><U+308C><U+305F>","2016-04-14:09"
"1890",0,"Just cooking a bowl of sprouts for dinner because I don't know what else I want!","2016-04-14:09"
"1891",0,"RT @BlokePromote: Do you what Zombies &amp; Sprouts have in common? Check out this book - https://t.co/mssuYFWDTn #FPSBS @StephanieOram1","2016-04-14:09"
"1892",0,"As spring sprouts into summer, I think of all the fun outdoor activities waiting for us. Then with a sob, I go... https://t.co/Y2NxgWmpdH","2016-04-14:09"
"1893",1,"Day 7/90: You know I'm eating clean when...Brussels sprouts are back on the permanent breakfast menu. Mmmmm.... https://t.co/9m2Y1f4hlQ","2016-04-14:09"
"1894",0,"Shopping Car @ Sprouts Farmers Market - North Park, San Diego - Park &amp; El Cajon https://t.co/11pcqbmeVR","2016-04-14:09"
"1895",0,"<U+30A4><U+30CA><U+300C><U+5F85><U+3066><U+3047><U+3044>!<U+60AA><U+306E><U+6804><U+3048><U+305F><U+305F><U+3081><U+3057><U+7121><U+3057>!<U+60AA><U+306F><U+5FC5><U+305A><U+5929><U+304C><U+3082><U+305F><U+3089><U+3059><U+6B63><U+7FA9><U+306E><U+524D><U+306B><U+6253><U+3061><U+7815><U+304B><U+308C><U+3088><U+3046><U+3002><U+4EBA><U+3001><U+305D><U+308C><U+3092>……“<U+4F7F><U+8005>”<U+3068><U+8A00><U+3046><U+300D><U+30B7><U+30CE><U+300C><U+60AA><U+306B><U+540D><U+4E57><U+308B><U+540D><U+524D><U+306F><U+7121><U+3044><U+3088>!<U+300D><U+30A4><U+30CA><U+300C><U+3053><U+308A><U+3083>!<U+305D><U+3053><U+3082><U+79C1><U+306E><U+30BB><U+30EA><U+30D5><U+3058><U+3083><U+3042>!!<U+300D>https://t.co/5xJ7uMQnkI","2016-04-14:09"
"1896",1,"Put a healthy twist on favorite recipes with deals at @sproutsfm AD https://t.co/Et4ayouhZt #BetterForYouBrandSale https://t.co/FIejeZ272p","2016-04-14:09"
"1897",0,"SAVE $2.29! Sprouts - Simply 7 Quinoa Chips for $1.00! #NonGMO #GlutenFree #Coupon #Deal https://t.co/mc9A68Il3K https://t.co/WRjYOIBWcy","2016-04-14:09"
"1898",0,"@BostonTweet we are hiring! https://t.co/HCkp0rcZ5b","2016-04-14:09"
"1899",1,"$50 #paypal #cash#giveaway with @paigeflamm! https://t.co/PeNGANVfe3 What will you buy at Sprouts? #organic #healthy https://t.co/gihCzQcNkR","2016-04-14:09"
"1900",0,"@120412Kokoro 
<U+3069><U+3053><U+3092><U+5192><U+967A><U+3059><U+308B><U+3093><U+3060><U+3063><U+3051>","2016-04-14:09"
"1901",0,"Bacon and Brussels Sprouts Salad https://t.co/iuBsS19aeA https://t.co/NPv5CVuFcW","2016-04-14:09"
"1902",0,"RT @stickycabello: me: i'm a grown woman :D
my mum: if you don't eat the brussels sprouts you aren't going to Shawn Mendes concert https://…","2016-04-14:09"
"1903",0,"Bagel breffis sammich and some Brussels sprouts sounds legit","2016-04-14:09"
"1904",0,"@TheFoodLab Cooked up the spatchcock chicken and your brussel sprouts for dinner with friends last night. Both were home runs, as usual.","2016-04-14:09"
"1905",0,"Roasted Brussels Sprouts With Garlic https://t.co/HbtRlX8G9s #NYTCooking","2016-04-14:09"
"1906",1,"RT @sproutsfm: See how @foodhunterguide makes shopping easy with Sprouts new mobile coupons--https://t.co/kISJlLpeuJ  #clipscansave https:/…","2016-04-14:09"
"1907",0,"@paullewismoney @greygossling What abOUT giving us a shOUT? 
I wanna flOUT me Brussels sprOUTs.","2016-04-14:09"
"1908",1,"$50 #paypal #cash #giveaway with @paigeflamm! https://t.co/7KcyafSdWT What will  buy at Sprouts? #organic #healthy https://t.co/y3fGUb8P8A","2016-04-14:09"
"1909",-1,"And introducing...tomatoes! (They're in the front.) Unfortunately, we've lost some broccoli sprouts along the... https://t.co/OcAXK2cG5O","2016-04-14:09"
"1910",0,"Sprouts To Open A Dozen New Stores In 3Q https://t.co/odldhrDt6Y","2016-04-14:09"
"1911",2,"'Tis the season to enjoy Brussels sprouts. Add your leftovers to this delicious Flatbread for the pe https://t.co/WOyJJrhF8N","2016-04-14:09"
"1912",0,"If this week were a food it would be Brussels sprouts<ed><U+00A0><U+00BD><ed><U+00B8><U+00A0>","2016-04-14:09"
"1913",0,"Bacon and Brussels Sprouts Salad https://t.co/TtOCElOnHc https://t.co/8Cz1Nz1KQB","2016-04-14:09"
"1914",0,"RT @CarolynRWest: Easy spinach/basil/tomato pesto #recipe https://t.co/IOb7OY9IlI #ad #BetterForYouBrandSale","2016-04-14:09"
"1915",0,"me: i'm a grown woman :D
my mum: if you don't eat the brussels sprouts you aren't going to Shawn Mendes concert https://t.co/Eas8noAfEd","2016-04-14:09"
"1916",0,"<U+95A2><U+897F><U+6C11><U+306E><U+30EF><U+30A4><U+3001><U+304B><U+306A><U+308A><U+7126><U+308B>","2016-04-14:09"
"1917",0,"Easy spinach/basil/tomato pesto #recipe https://t.co/IOb7OY9IlI #ad #BetterForYouBrandSale","2016-04-14:09"
"1918",0,"RT @CarolynRWest: Fast and Healthy with Sprouts Farmers Market https://t.co/IOb7OY9IlI https://t.co/j2S7Ry7IZ9","2016-04-14:09"
"1919",0,"Check it out! 25 Benefits of Active Outside Play: You won’t believe what my kids are learn... https://t.co/6ZCHYaWZvu from Little Sprouts","2016-04-14:09"
"1920",0,"Fast and Healthy with Sprouts Farmers Market https://t.co/IOb7OY9IlI https://t.co/j2S7Ry7IZ9","2016-04-14:09"
"1921",2,"Lookit how many new little sprouts are popping up on my succulents!! They are so cute and doing so well!! https://t.co/ptNrgkCqkp","2016-04-14:09"
"1922",0,"This article is so awesome-- From sprouts to mangos, stop wasting fruit &amp; veggies: https://t.co/WRqXPWPKzy #Nutrition","2016-04-14:09"
"1923",0,"RT @TeamFreddiePig: Do you what Zombies &amp; Sprouts have in common? Check out this book - https://t.co/mYXcuiCcUY #FPSBS @StephanieOram1","2016-04-14:09"
"1924",0,"@xPoshFittie_96 not personally but I know it's common! That happens to me with Brussel sprouts tho","2016-04-14:09"
"1925",0,"HomeSpec Canning Jar Strainer Sprouting Lid Set For Sprouts, Sifting, and Straining - Regular Mouth - Set of 4 - https://t.co/LdPp7ZeXqU","2016-04-14:09"
"1926",2,"Note to self: don't eat a whole bag of brussels sprouts right before bed then sign up for the early pure barre class #lessonlearned","2016-04-14:08"
"1927",0,"RT @kendallbills: Sure, I know how to party*

*fry brussel sprouts","2016-04-14:08"
"1928",3,"Eat #BrusselSprouts: They boost the body’s immune response &amp; give your skin a healthy glow. https://t.co/51xIiFeU36 https://t.co/G3umpXSAZp","2016-04-14:08"
"1929",0,"Brussel sprouts for breakfast?? https://t.co/sLdEEnvF7b","2016-04-14:08"
"1930",1,"Another delicious dinner last night! Tumeric Cauliflower &amp; Crispy Kale + Sprout Tacos https://t.co/YLEoDHiTli #screcipe","2016-04-14:08"
"1931",1,"Overnight
Bishop Weed sprouts 
in the space you cleared for the vegetables.
#3LineThursday","2016-04-14:08"
"1932",1,"What are the health benefits of Brussels sprouts? https://t.co/rMcw2XuBCd","2016-04-14:08"
"1933",0,"RT @Kelseykarol3: When ya find out momma made Brussels sprouts for supper https://t.co/OyQom5WtmE","2016-04-14:08"
"1934",0,"$50 #paypal #cash #giveaway with @paigeflamm! https://t.co/FyUWDMm1v4 What will you buy at Sprouts? #organic #healthyshow","2016-04-14:08"
"1935",1,"$50 #paypal #cash #giveaway with @paigeflamm! https://t.co/5cCEp5AoEb What will you buy at Sprouts? #organic #healthy","2016-04-14:08"
"1936",0,"Do you what Zombies &amp; Sprouts have in common? Check out this book - https://t.co/mssuYFWDTn #FPSBS @StephanieOram1","2016-04-14:08"
"1937",0,"RT @PersilPiggy: Do you what Zombies &amp; Sprouts have in common? Check out this book - https://t.co/izUS3NbneX #FPSBS @StephanieOram1","2016-04-14:08"
"1938",0,"Now this is useful! From sprouts to kiwi fruits, stop wasting fruit &amp; veggies: https://t.co/KHp3Bqp2i3 #EatingHealthy","2016-04-14:08"
"1939",2,"RT @dream_sandwich_: imagine alternative modes of justice and free crisp sprouts for everyone","2016-04-14:08"
"1940",0,"LOVE ends 'coz of BETRAYAL but I insist that LOVE sprouts 'coz of TRUST &lt;3 Inspired by The Huntsman: Winter's War ;)","2016-04-14:08"
"1941",0,"@120412Kokoro 
<U+304A><U+3081><U+3067><U+3068><U+306D><U+30B7><U+30C3><U+30AF><U+30B9><U+30C6><U+30A3><U+30FC><U+30F3>","2016-04-14:08"
"1942",1,"$50 #paypal #cash #giveaway @paigeflamm! https://t.co/VAyapSWLvI What will you buy at Sprouts? #organic #healthy https://t.co/n5nmr7f7jN","2016-04-14:08"
"1943",0,"Bean sprouts https://t.co/GgbHhUdglL","2016-04-14:08"
"1944",1,"@jessicawalliser So pretty. Mine sprouts corydalis.","2016-04-14:08"
"1945",1,"Brussel sprouts with soy, honey and red pepper flakes!  Sticky, sweet and spicy....perfect for Chris https://t.co/nVQs3Vfdxz","2016-04-14:08"
"1946",0,"4<U+6708>14<U+65E5>(<U+6728>) 21<U+6642>40<U+5206> <U+306E><U+554F><U+984C><U+3067><U+3059><U+3002>   <U+30C6><U+30FC><U+30DE>:<U+82F1><U+8A9E> <U+91CE><U+83DC> <U+96E3><U+6613><U+5EA6>:2 <U+554F><U+984C>:<U+3010> BRUSSELS SPROUTS <U+65E5><U+672C><U+8A9E><U+3067><U+4F55>? <U+3011> (<U+7B54><U+3048><U+306F> #Qo5mj6t <U+304B><U+3089>) #bot #<U+30AF><U+30A4><U+30BA>","2016-04-14:08"
"1947",1,"RT @AtlantaMagazine: Here's how to make your salad taste like butter—without actually using butter https://t.co/lODQNlUj22 https://t.co/wcF…","2016-04-14:08"
"1948",0,"RT @lovebylizee: spicy bbq cauliflower sandwich w/ cilantro + lime dressing, cucumber &amp; sprouts #greenwithin 
#lovebylizee https://t.co/T5X…","2016-04-14:08"
"1949",0,"brussel sprouts @dylansprouse @colesprouse","2016-04-14:08"
"1950",0,"RT @PhippsNews: Little sprouts ages 2 – 4 are sure to ""dig"" our We Love Dirt summer camp, starting June 20: https://t.co/LrwkLwn8JO https:/…","2016-04-14:08"
"1951",0,"https://t.co/evgQqo0S88 Oferta 86% en Pack of 1 x Green Sprouts Cool Soothing Teether Ring - Pink Strawberry https://t.co/2OdBRzCjKx","2016-04-14:08"
"1952",0,"We could all use $2,000 for groceries! Enter the #sweepstakes https://t.co/jJN11btWer!  #betterforyoubrandsale #ad https://t.co/hoUtgQlHFd","2016-04-14:08"
"1953",0,"<U+4E5D><U+5DDE><U+30E4><U+30D0><U+3044><U+306A>","2016-04-14:08"
"1954",0,"Win $2000 for groceries! Enter the #sweepstakes NOW - https://t.co/jJN11btWer #giveaway #betterforyoubrandsale #ad https://t.co/qGVDhPKg5U","2016-04-14:08"
"1955",0,"Sprouts To Open A Dozen New Stores In 3Q https://t.co/iYoymLoqD8","2016-04-14:08"
"1956",1,"@_marieclare @_scdfx @_TashyTash_ @NotClaudine @ImNotForReal slip up u kna, when my seed sprouts i will have happily sent it away <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-14:08"
"1957",0,"I need to make a Sprouts trip asap","2016-04-14:08"
"1958",-2,"Heleva, daughter of the towns embalmer, tormented by a strange dream~an enormous tree sprouts out of her &amp; towers over the whole of Normandy","2016-04-14:08"
"1959",-1,"@greenphoenix7 is it much more expensive to buy them as sprouts or not really?","2016-04-14:08"
"1960",0,"<U+6211><U+6162><U+51FA><U+6765><U+305A><U+306B><U+53CE><U+7A6B>:<U+30B9><U+30D7><U+30E9><U+30A6><U+30C8><U+683D><U+57F9> https://t.co/WbEXnAfWBt https://t.co/Dh0Iqcprye","2016-04-14:08"
"1961",0,"Easy Recipes Featuring the Famous Brussels Sprout https://t.co/Vbx2l0JlOE We are open 8-5 today. https://t.co/DBofzH9pex","2016-04-14:08"
"1962",0,"When ya find out momma made Brussels sprouts for supper https://t.co/OyQom5WtmE","2016-04-14:08"
"1963",0,"<U+3066><U+3044><U+3046><U+304B><U+6C57><U+6B62><U+307E><U+3093><U+306A><U+3044>
<U+98A8><U+90AA><U+3058><U+3083><U+306A><U+3044><U+3053><U+3068><U+3092><U+9858><U+3046>","2016-04-14:08"
"1964",0,"<U+4F53><U+304C><U+3060><U+308B><U+91CD><U+306A><U+306E><U+3067><U+5C31><U+5BDD>","2016-04-14:08"
"1965",0,"@HotationOta wee need more trees. Quick plant sprouts everywhere! ;-)","2016-04-14:08"
"1966",2,"imagine alternative modes of justice and free crisp sprouts for everyone","2016-04-14:08"
"1967",0,"<U+3068><U+3089><U+307B><U+30FC>!","2016-04-14:08"
"1968",0,"Do you what Zombies &amp; Sprouts have in common? Check out this book - https://t.co/mYXcuiCcUY #FPSBS @StephanieOram1","2016-04-14:08"
"1969",0,"Sprouts Farmers Market on #Yelp: Turns into my morning Super juice with a banana on the side https://t.co/F5RfyjZZ68","2016-04-14:08"
"1970",0,"<U+30B7><U+30CE><U+300C><U+6C34><U+5FA1><U+83EF><U+3088><U+3002><U+6C34><U+3092><U+751F><U+307F><U+3001><U+83EF><U+3068><U+6210><U+308C>……<U+305D><U+306E><U+540D><U+306E><U+5982><U+304F>!!<U+300D><U+30A4><U+30CA><U+300C><U+5538><U+308C><U+65AC><U+5DCC><U+5200>!<U+9B3C><U+795E><U+306E><U+5982><U+304F>!!<U+300D>https://t.co/5xJ7uMQnkI","2016-04-14:08"
"1971",0,"Sprouts Farmers Market on #Yelp: Fresh produce from sprouts https://t.co/MWD8OnSekB","2016-04-14:08"
"1972",3,"Enter to win the @sproutsfm Get &amp; Give Back sweepstakes, 5 lucky winners = $2K Gift Card! https://t.co/4b9M3bhDNP #BetterForYouBrandSale #Ad","2016-04-14:08"
"1973",0,"Let's cook Chikuwa and Daikon Sprouts Tossed in Mayo-Miso Dressing by yourself! #hmrecipes https://t.co/CkkgMJqko2 https://t.co/KXS9U9HiFO","2016-04-14:08"
"1974",3,"Enter the @sproutsfm Get &amp; Give Back sweepstakes, 5 lucky winners will win $2K Gift Card https://t.co/4b9M3bhDNP #BetterForYouBrandSale #Ad","2016-04-14:08"
"1975",0,"marshmallows
squid
cats
bean sprouts  https://t.co/5ztBYvA4CO","2016-04-14:08"
"1976",1,"It's like, seeing a tree only for its leafs. Or if the root is seen, they don't understand how it sprouts.","2016-04-14:08"
"1977",1,"Brussels Sprouts stimulate kidneys &amp; reduce edema :) https://t.co/iybDbsdULy https://t.co/DxE5rLmK8E","2016-04-14:08"
"1978",0,"Not sure about the brussel sprouts but it looks good...I would possibly use leeks instead or artichokes... https://t.co/KGHbEDbR6K","2016-04-14:07"
"1979",0,"@xsproutsx THE SPROUTS12<U+66F2><U+3082><U+3059><U+304B><U+FF1F><U+305D><U+308C><U+30E4><U+30D0><U+3044><U+3059><U+306D>!<U+8FD1><U+3005>BASE<U+3067><U+901A><U+8CA9><U+7206><U+8CB7><U+3044>(<U+7B11>)<U+4E88><U+5B9A><U+306A><U+3093><U+3067><U+305D><U+3093>","2016-04-14:07"
"1980",0,"@siipxxx <U+304A><U+3051><U+304A><U+3051><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>","2016-04-14:07"
"1981",0,"<U+7B52><U+9999><U+306B><U+4F55><U+6545><U+5DE6><U+306E><U+9AD8><U+5BAE><U+3092><U+51FA><U+3057><U+305F><U+3093><U+3084>…","2016-04-14:07"
"1982",0,"<U+30B4><U+30E1><U+30B9><U+3068><U+304B><U+3044><U+3046><U+30A2><U+30D8><U+30A2><U+30D8><U+6253><U+70B9><U+7A3C><U+304E><U+30DE><U+30F3>","2016-04-14:07"
"1983",0,"@Allisonhfgaines cooked only in bean sprouts","2016-04-14:07"
"1984",1,"RT @aryluk: $50 #paypal #cash #giveaway with @paigeflamm! https://t.co/mQvN2pC60a What will you buy at Sprouts #organic #healthy https://t.…","2016-04-14:07"
"1985",1,"RT @sohamolina: $50 #paypal #cash #giveaway with @paigeflamm! https://t.co/CW0ipbTovd What will you buy at Sprouts?#organic #healthy https:…","2016-04-14:07"
"1986",1,"RT @zadabe: $50 #paypal #cash #giveaway with @paigeflamm https://t.co/gA2NhWuYKi What will you buy at Sprouts? #organic #healthy https://t.…","2016-04-14:07"
"1987",1,"RT @kamcb29: $50 #paypal #cash #give y with @paigeflamm! https://t.co/sJI6dEyZDj What will you buy at Sprouts? #organic #healthy https://t.…","2016-04-14:07"
"1988",1,"RT @meadowruby: $50 #paypal #giveaway with @paigeflamm! https://t.co/l9caXcXOxg What will you buy at Sprouts? #organic #healthy https://t.c…","2016-04-14:07"
"1989",1,"RT @Nikolina_84: $50 #paypal #cash #giveaway with @paigeflamm https://t.co/BSJMoNsRnV What will you buy at Sprouts? #organic #healthy https…","2016-04-14:07"
"1990",1,"RT @greentopiaries: $50 #paypal #cash #giveaway with @paigeflamm! https://t.co/82ghrab7II What will you buy at Sprouts? #organic #healthy","2016-04-14:07"
"1991",1,"RT @FLaTone: $50 paypal cash #giveaway with @paigeflamm! https://t.co/rOyJX38fMV What will you buy at Sprouts? #organic #healthy https://t.…","2016-04-14:07"
"1992",1,"RT @VicVac7: $50 #paypal #cash #giveaway with @paigeflamm https://t.co/RXIbXSt0FA What will you buy at Sprouts? #organic #healthy https://t…","2016-04-14:07"
"1993",1,"RT @mschult13: 50 #paypal #cash #giveaway with @paigeflamm! https://t.co/KtqgyjtXik What will you buy at Sprouts? #organic #healthy https:/…","2016-04-14:07"
"1994",1,"RT @Stellausit: $50 #paypalcash #giveaway with @paigeflamm! https://t.co/yOL5WvRdg4 What will you buy at Sprouts? #organic #healthy https:/…","2016-04-14:07"
"1995",1,"RT @shappiesweep: #paypal #cash #giveaway with @paigeflamm! https://t.co/RMke3W0HDR What will you buy at Sprouts? #organic #healthy https:/…","2016-04-14:07"
