"","score","text","created"
"1019",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/XTWU5BwBYi","2016-04-13:12"
"1020",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/U0lnhPeh4F","2016-04-13:12"
"1021",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/SOLvqSAgbR","2016-04-13:12"
"1022",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/lVWPpsOl5v #sealhunt https://t.co/iriUEOH4fC","2016-04-13:12"
"1023",0,"Order Selector/Case Jobs in Layton, UT - The Kroger Company https://t.co/oR6nOZScDd","2016-04-13:12"
"1024",0,"https://t.co/nyLBgwZvu8

#ADS2016","2016-04-13:12"
"1025",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/IjGQ7DLG22","2016-04-13:12"
"1026",0,"Visiting #Cincinnati home of @kroger #TasteOfSpain w/ @atalantacorp @AraexSFW @alimentias https://t.co/065v6pRZay","2016-04-13:12"
"1027",0,"@gravyhollow @kroger ah the coveted Steven Spielbread. Collector's item","2016-04-13:12"
"1028",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/IjGQ7E3hqC","2016-04-13:12"
"1029",0,"Gerber Yogurt Blends as low as $0.99 with Kroger Mega Event! https://t.co/Mm8z6Nkq44 #Kroger","2016-04-13:12"
"1030",0,"@Kroger Weekly Ad #Coupon Match Up (4/13-4/19) https://t.co/TTVwB9gojp @Huggies @Ziploc @TombstonePizza https://t.co/QjV0eBmN0q","2016-04-13:12"
"1031",0,"New blog post: Kroger deals 4/13: Milk, asparagus, pork chops https://t.co/ZCkc3oJRIX #wral","2016-04-13:12"
"1032",2,"RT @TriciasList: Nothing like a good bagel with a shmear of #EarthBalance . @Earth_Balance @kroger #GotItFree https://t.co/MZ3hnnWTQE","2016-04-13:12"
"1033",1,"Kroger's the best! https://t.co/1TfleYPj74","2016-04-13:12"
"1034",-1,"@bryan_vice Thank you for getting back to me. I will share your bagging concern with the Walton store manager.","2016-04-13:12"
"1035",0,"Paypal VP to share insights at Utah Econ Summit, Kroger names new Smith's president, Coldwell... https://t.co/XI5TEqjP0N","2016-04-13:12"
"1036",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/HcTshj9IQH","2016-04-13:12"
"1037",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/KhaRgBvbEX","2016-04-13:12"
"1038",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/ifPkiBu3YN","2016-04-13:12"
"1039",0,"going to the Kroger out south yesterday I quickly remembered why I dont go out there anymore.","2016-04-13:12"
"1040",0,"why it smell like the literal fish section at kroger in this school","2016-04-13:12"
"1041",-1,"Man arrested for stealing beer, possibly a Lot of it, from Kroger https://t.co/OYigSHamMC https://t.co/yHdBrLL5kk","2016-04-13:12"
"1042",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/9FvHWn4yGN","2016-04-13:12"
"1043",0,"Kroger: Complete Natural and Organic $5 off $10 Mega Event Deals Plus Coupons via Natural and ... https://t.co/mz53G9SzFW","2016-04-13:12"
"1044",0,"Therapist forgets appt and has to reschedule for later. Receptionist gives us 10.00 kroger giftcard :)","2016-04-13:12"
"1045",0,"Tone Body Wash – As Low As $1.49 At Kroger via I Heart Kroger - If you need body wash, you may ... https://t.co/SnGPoMMvkh","2016-04-13:12"
"1046",0,"Welp officially not shopping at Walmart for food unless I really have too. At least Kroger has discounts and deals.","2016-04-13:12"
"1047",0,"@evanmatsumoto @kroger I finally have a reason Steven Spielberg can sign my bread","2016-04-13:12"
"1048",1,"@Sean18000 print! It's available at Kroger or Publix","2016-04-13:12"
"1049",0,"New Sparkle® Minis - Clean Up Small Messes Without Wasting A Large Sheet! https://t.co/NSUTR45A9n https://t.co/FUc4oTu1wg","2016-04-13:12"
"1050",-1,"@BillyDimovski @gaaaabbbeeeee Lmao <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Billy is that ugly penny you don't take when you get change after a Kroger self-checkout purchase","2016-04-13:12"
"1051",1,"free groceries? bitch i'd be in kroger EVERY DAY like https://t.co/Q0FAalDX5T","2016-04-13:12"
"1052",0,"@rharrison82 @kroger @adamacevedo Yes!!! I wanted to get my old Avena Quaker from PR (it's creamier!) You can get it on @amazon but it's <ed><U+00A0><U+00BD><ed><U+00B2><U+00B0>!","2016-04-13:12"
"1053",0,"@gravyhollow smh I knew it couldn't have been filmed in Astoria @kroger","2016-04-13:12"
"1054",0,"My ratchet ass bring a Kroger bag everyday smh <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/E4x5HRdGdQ","2016-04-13:12"
"1055",1,"RT @RalphsGrocery: Enjoy your Spring salad for less and save $5 off your $15 purchase of fresh produce! https://t.co/kgBFYJbRKW https://t.c…","2016-04-13:12"
"1056",1,"@Coppeliamarie @kroger @adamacevedo Yes, you can.  I really like La Tienda, but it can be pretty pricey....","2016-04-13:12"
"1057",0,"Should I make this move to Kroger ?","2016-04-13:12"
"1058",2,"@rharrison82 @kroger @adamacevedo I know, right?!?! I googled turrón and it looks like you can buy it online!!!","2016-04-13:12"
"1059",0,"Order Selector/Case Jobs in Layton, UT - The Kroger Company https://t.co/coogQm5XCx","2016-04-13:12"
"1060",0,"My marketing professor went on a road trip to Kroger ....","2016-04-13:12"
"1061",0,"Change a Child's at area Kroger stores. Every penny counts 100% for the kids! #whascrusade… https://t.co/0spQb7G17C","2016-04-13:12"
"1062",1,"@Coppeliamarie @kroger Yes, it does!!!  One of my favorite foods on the planet for sure!  #memoriesofmychildhood","2016-04-13:12"
"1063",0,"Get NEW Sparkle® Minis &amp; clean up small messes without wasting a large sheet!  @SparkleTowels now available @kroger https://t.co/CCbFkoULfZ","2016-04-13:12"
"1064",0,"RT @shan_colleen: @kroger your Blacksburg VA store on S. Main St. has the BEST employees. Doc in the produce dept went above &amp; beyond <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>","2016-04-13:12"
"1065",0,"Rose wine dinner @NoCoastReserve, wine/cheese class at Kroger and new name for @Grazie_Italiano https://t.co/nPoxbwISFQ (via @ckugler)","2016-04-13:12"
"1066",0,"@Coppeliamarie @kroger @adamacevedo OMG!!!  I love turron and miss it so much!!!","2016-04-13:12"
"1067",0,".@evanmatsumoto @kroger I think they filmed The Goonies in this loaf of bread","2016-04-13:12"
"1068",0,"@Kroger carries @MyCascade dishwasher #ActionPacs that are AWESOMESAUCE! #GotitFree","2016-04-13:12"
"1069",0,"The bus run to Kroger's leaves at 1:30 pm.","2016-04-13:12"
"1070",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/NcnnL23P4u #sealhunt https://t.co/3ChKlIZm8Y","2016-04-13:12"
"1071",2,"Walking around Kroger asking my grandma on the phone what she uses to make her lasagna so good. She responds with love. What isle is that in","2016-04-13:12"
"1072",0,"Kroger Marketplace Grand Opening! https://t.co/Pa5Vp11pE8","2016-04-13:12"
"1073",0,"US Grocery Study shows Wegmans on top...Aldi #5 ahead of Kroger, Walmart, Safeway...not sure why I'm surprised.  https://t.co/6LYHxjH7Yf","2016-04-13:12"
"1074",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/pRp1hweT5S","2016-04-13:12"
"1075",0,"Bathroom sign, Kroger grocery store, Athens GA https://t.co/d5cLlfAsqg","2016-04-13:12"
"1076",0,"RT @Wet_umbrella: There's not a Kroger within 100 miles of my home.","2016-04-13:12"
"1077",0,"I bought wine from Kroger this morning at 10:30am omg","2016-04-13:12"
"1078",0,"RT @Wet_umbrella: My Tool cover band ""Penis"" will be playing at the local Kroger this weekend.","2016-04-13:12"
"1079",1,"RT @gravyhollow: .@kroger thank you https://t.co/tnd5pwKimt","2016-04-13:12"
"1080",0,"There's not a Kroger within 100 miles of my home.","2016-04-13:12"
"1081",1,".@kroger thank you https://t.co/tnd5pwKimt","2016-04-13:12"
"1082",-1,"Man arrested for stealing beer from Kroger https://t.co/P99NDAvtZh #beernews","2016-04-13:12"
"1083",0,"My Tool cover band ""Penis"" will be playing at the local Kroger this weekend.","2016-04-13:12"
"1084",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/2tmAgzamDp","2016-04-13:12"
"1085",0,"I just checked in @kroger with #mPLUSPlaces Download today!  https://t.co/c5LBwUmV3D","2016-04-13:12"
"1086",-1,"messed up big time, @kroger","2016-04-13:12"
"1087",1,"Turns out @jtimberlake works at @kroger now, please help @jimmyfallon https://t.co/JE6ZEhAwBK","2016-04-13:12"
"1088",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/hAok7ztnJW","2016-04-13:12"
"1089",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/zXAE3rGVQ5","2016-04-13:12"
"1090",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/xFmMzowYST","2016-04-13:12"
"1091",0,"Adulthood is using your own Kroger card 

thanks for the 30¢ off/gallon mom.","2016-04-13:12"
"1092",0,"RT @ImBrown_Sugar: Walmart, Publix, Kroger, Sams.  https://t.co/2WgEqAbs6e","2016-04-13:12"
"1093",0,"RT @felucisusanna5: Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/Qee5i9nh1l #sealhunt https:…","2016-04-13:12"
"1094",1,"#win a $250 Kroger Gift Card from mahava sweetners: https://t.co/lTsHE8a46T","2016-04-13:12"
"1095",0,"@kroger 24350 Kuykendahl road 77375","2016-04-13:12"
"1096",0,"Volume Alert - KR 37.70 Kroger Company $KR Hit a high today of 37.80 Closing the day 10:59 at 37.70 +0.54 +1.4 https://t.co/bY6FHDLmMQ","2016-04-13:12"
"1097",0,"It's not even 12:30 and Kroger is already out of mac and cheese. GET IT TOGETHER KROGER <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>","2016-04-13:12"
"1098",1,"@Earth_Balance  @Kroger make #dairyfree  easier! Another swap I made b/c of #EarthbalanceSwap is lunges instead of steps @ home #gotitfree","2016-04-13:12"
"1099",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/5kWzwtAoMZ","2016-04-13:12"
"1100",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/5FaxEPVTgO","2016-04-13:12"
"1101",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/PQuTmJd9VT","2016-04-13:12"
"1102",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/iXAeMxx0kq","2016-04-13:12"
"1103",0,"I hate it when stuck up niggas think they're to good to talk to you , like nigga your momma work's at Kroger's chill","2016-04-13:12"
"1104",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/O8DCTdWX0H","2016-04-13:12"
"1105",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/GAdUNSaJAW","2016-04-13:12"
"1106",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/O3ZXs2kKZc","2016-04-13:12"
"1107",0,"Casie Cooper meets Mary A. Pérez at @Kroger #booksigning #RunningInHeels: A Memoir of Grit &amp; Grace https://t.co/sCF02k4q7x","2016-04-13:12"
"1108",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/9OS1vu5w6h","2016-04-13:12"
"1109",0,"Order Selector/Case Jobs in Layton, UT - The Kroger Company https://t.co/tN8RmlkdcE","2016-04-13:12"
"1110",-1,"@jlane003 Sorry for the inconvenience, Joseph. Which location are you referring to? We'll provide your feedback to store manager. Thanks!","2016-04-13:12"
"1111",0,"@kroger your Blacksburg VA store on S. Main St. has the BEST employees. Doc in the produce dept went above &amp; beyond <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>","2016-04-13:12"
"1112",0,"I'm going to Sarah Kroger at All Saints Catholic Church in Atlanta, GA - Apr 16 https://t.co/Qn1jtecvls","2016-04-13:12"
"1113",0,"I'm at Kroger Fuel Center in Kingsport, TN https://t.co/N2tuGgKjg1","2016-04-13:12"
"1114",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/kvQDPH3TFP","2016-04-13:12"
"1115",0,"@HaxeuxCoi the one across the street from Kroger","2016-04-13:12"
"1116",0,"I'm going to Sarah Kroger at All Saints Catholic Church in Atlanta, GA - Apr 15 https://t.co/LOcCQ5ZX47","2016-04-13:12"
"1117",0,"I'm going to Sarah Kroger at All Saints Catholic Church in Atlanta, GA - Apr 15 https://t.co/LOcCQ5IlFx","2016-04-13:12"
"1118",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/2NxHbcza3L","2016-04-13:12"
"1119",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/s9Vzu6iKqU","2016-04-13:12"
"1120",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/nTBy9HZraU","2016-04-13:12"
"1121",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/0YOcq2KKky","2016-04-13:12"
"1122",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/rF1C3OXIm1","2016-04-13:12"
"1123",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/UaLTQ9AQuj","2016-04-13:12"
"1124",0,"Choosing the Best Python IDE - Pedro Kroger https://t.co/oUyYNWlAC5 https://t.co/N9SnEbHUeT","2016-04-13:12"
"1125",0,"Win one of TWO $250 Kroger gift cards! https://t.co/EzeszoBTbF","2016-04-13:12"
"1126",0,"Order Selector/Case Jobs in Layton, UT - The Kroger Company https://t.co/g8WIKLMMzN","2016-04-13:12"
"1127",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/V75SAKeHdp","2016-04-13:12"
"1128",0,"Let me check my Kroger schedule and I'll let you know tonight <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> https://t.co/MstUB5Cey3","2016-04-13:12"
"1129",-2,"RT @Alexajadesuxx: @HarperBrooklynn @elle_anna_ tb to messing around in Kroger w you guys <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> I miss you both<ed><U+00A0><U+00BD><ed><U+00B2><U+0096>... DO YOU KNOW KY?!?! https://…","2016-04-13:12"
"1130",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/cCCIfkJZrJ","2016-04-13:12"
"1131",0,"FREE PowerBars At Kroger! PLUS OVERAGE! via Dian's Daily Deals - ** FREE PowerBars At Kroger! ... https://t.co/PpYRyCzYM4","2016-04-13:12"
"1132",2,"Nabisco Go Packs = 3 for ONLY $1.00 at Kroger!! via Kroger Krazy - We have a pretty sweet coupon ... https://t.co/LAMZrE3w7R","2016-04-13:12"
"1133",0,"Kroger: Complete Natural and Organic $5 off $10 Mega Event Deals Plus Coupons via Natural and ... https://t.co/IbgrwwzioD","2016-04-13:12"
"1134",0,"Order Selector/Case Jobs in Layton, UT - The Kroger Company https://t.co/0YA8ZXAaku","2016-04-13:12"
"1135",0,"Mtn Dew Kickstart as low as FREE at Kroger!! via Kroger Krazy - If you have the $1.00 off of ONE ... https://t.co/7S6ocEgEYr","2016-04-13:12"
"1136",2,"Nabisco Go Packs = 3 for ONLY $1.00 at Kroger!! via Kroger Krazy - We have a pretty sweet coupon ... https://t.co/At05AcJD0V","2016-04-13:12"
"1137",-1,"@kroger why no compassionate plan for crisis situations? Not everyone can just come back later for groceries. Very upsetting to witness 2/2","2016-04-13:12"
"1138",2,"RT @globe_icons: Our #startup pays #conveniencestores like @Wawa, @QuickChek and @kroger to use environmentally friendly #coffee cups https…","2016-04-13:12"
"1139",0,"Mtn Dew Kickstart as low as FREE at Kroger!! via Kroger Krazy - If you have the $1.00 off of ONE ... https://t.co/jETdRe7qVZ","2016-04-13:12"
"1140",2,"Nabisco Go Packs = 3 for ONLY $1.00 at Kroger!! via Kroger Krazy - We have a pretty sweet coupon ... https://t.co/3qFGoeW3z8","2016-04-13:12"
"1141",-3,"@kroger College Mall store in Bloomington IN power issues, registers down, elderly &amp; disabled asked for accommodation were denied 1/2","2016-04-13:12"
"1142",0,"just think... a year ago, this time, i was doing job interviews and i got a job at Kroger....","2016-04-13:12"
"1143",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/sWeynWg0Hb","2016-04-13:12"
"1144",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/MLUqUeXI3Z","2016-04-13:12"
"1145",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/o0qSHOLRAA","2016-04-13:12"
"1146",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/SdfKlA8ZkD","2016-04-13:12"
"1147",0,"Kroger Taste of Spain Mini Tablet &amp; Holder Giveaway https://t.co/LLh0NmfR6E","2016-04-13:12"
"1148",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/bAfA6W8biQ","2016-04-13:12"
"1149",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/7pabAQV0Dx","2016-04-13:12"
"1150",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/4bTytFUV5S","2016-04-13:12"
"1151",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/qxwJ0mRkTI","2016-04-13:12"
"1152",0,"FREE PowerBars At Kroger! PLUS OVERAGE! via Dian's Daily Deals - ** FREE PowerBars At Kroger! ... https://t.co/NPOqzWsZJK","2016-04-13:12"
"1153",0,"FREE PowerBars At Kroger! PLUS OVERAGE! via Dian's Daily Deals - ** FREE PowerBars At Kroger! ... https://t.co/hY7JluLSxv","2016-04-13:12"
"1154",0,"FREE PowerBars At Kroger! PLUS OVERAGE! via Dian's Daily Deals - ** FREE PowerBars At Kroger! ... https://t.co/sP8UUXuRHq","2016-04-13:12"
"1155",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/TRscjWPFVo","2016-04-13:12"
"1156",0,"Tone Body Wash - As Low As $1.49 At Kroger https://t.co/4goCmMHXqa","2016-04-13:12"
"1157",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/DlSTxn1523","2016-04-13:12"
"1158",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/gu051woOrw","2016-04-13:12"
"1159",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/PpLsUeTbdh","2016-04-13:12"
"1160",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/FCbBmja0ja","2016-04-13:12"
"1161",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/jX1abykpaB","2016-04-13:12"
"1162",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/zgJOK3LTda","2016-04-13:12"
"1163",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/u28Qy5cBY0","2016-04-13:12"
"1164",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/ZKSbvVL9CU","2016-04-13:12"
"1165",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/wnF7gaz7RP","2016-04-13:12"
"1166",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/09rxN8omVl","2016-04-13:12"
"1167",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/pFNxNyDKgD","2016-04-13:12"
"1168",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/lXfTkIQyGY","2016-04-13:12"
"1169",0,"Rly want some of those ham pinwheels from Kroger","2016-04-13:12"
"1170",0,"It's the final week to Check-Out Power Pack @Kroger: https://t.co/o6mb8HLizL (video courtesy @Local12).","2016-04-13:12"
"1171",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/t4rPoECWDF","2016-04-13:12"
"1172",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/B40EJBUc5s","2016-04-13:12"
"1173",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/aXMtFD5ff4","2016-04-13:12"
"1174",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/j16iRqopWe","2016-04-13:12"
"1175",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/U45iRgGcpq","2016-04-13:12"
"1176",-1,"@BarbieSomething just an FYI I went to murder Kroger a few months ago and I think I deserve a <ed><U+00A0><U+00BC><ed><U+00BF><U+0086><ed><U+00A0><U+00BC><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BF><U+0085>","2016-04-13:12"
"1177",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/uJZym02R81","2016-04-13:12"
"1178",1,"We have Pizza - cookies and Prizes onsite at UGN for our Job Fair. Doug stopped in and won a Kroger gas card.... https://t.co/cokT8eqL6h","2016-04-13:12"
"1179",0,"Kroger Marketplace Opens at Woodshore Marketplace in Metro Houston https://t.co/IpiQAhbd9w","2016-04-13:12"
"1180",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/OfXzhlEcOV","2016-04-13:12"
"1181",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/ollyoo9J75","2016-04-13:12"
"1182",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/5FZcJLVe69","2016-04-13:12"
"1183",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/eAeZOgAQrR","2016-04-13:12"
"1184",0,"Updated @KrogerChester beer list. https://t.co/GNemaLZqyU","2016-04-13:12"
"1185",2,"Our #startup pays #conveniencestores like @Wawa, @QuickChek and @kroger to use environmentally friendly #coffee cups https://t.co/jCRNaHvsQ0","2016-04-13:12"
"1186",1,"Your local Kroger may offer online ordering and easy pickup! -  https://t.co/BHWYnbGBB9
#winning https://t.co/k0bvZDOIiu","2016-04-13:12"
"1187",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Tolleson, AZ - The Kroger Company https://t.co/kGDbiJC4Ig","2016-04-13:12"
"1188",0,"Order Selector/Case Jobs in Layton, UT - The Kroger Company https://t.co/C0QaiwsblN","2016-04-13:12"
"1189",0,"RT @kristen_gaddis: Enroll your Kroger Plus Card in the Community Rewards Program for Avery PTO. Start earning 5/1. GC entries due 5/16. ht…","2016-04-13:12"
"1190",0,"RT @mylitter: Kroger Mega Event: Sun Detergent only $0.74! - https://t.co/ChEJKciTwL https://t.co/LQDQnHz6HM","2016-04-13:12"
"1191",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/BA2unIk2UZ #sealhunt https://t.co/96AbpQscGm","2016-04-13:12"
"1192",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/UzXcJkycd2 #sealhunt https://t.co/zxYzjZVLyb","2016-04-13:12"
"1193",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/0nzKBWvdbY #sealhunt https://t.co/bkPlBb64no","2016-04-13:12"
"1194",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/K8CDadBLgr #sealhunt https://t.co/o59XGsIjLm","2016-04-13:12"
"1195",0,"Nabisco Go Packs = 3 for ONLY $1.00 at Kroger!! https://t.co/1YCFhpWBSV #Kroger","2016-04-13:12"
"1196",2,"RT @FrysFoodStores: Same day, same great savings! Get $2 off $40 with today's Facebook Exclusive. https://t.co/0YsVZTL2oe https://t.co/cbIS…","2016-04-13:12"
"1197",0,"Kroger Mega Event: Sun Detergent only $0.74! - https://t.co/ChEJKciTwL https://t.co/LQDQnHz6HM","2016-04-13:12"
"1198",2,"I love when Kroger has 4 day sales. There is usually 1 or 2 good deals to stock up on! These are valid 4/13 -... https://t.co/ADi6x7eOzQ","2016-04-13:12"
"1199",2,"Same day, same great savings! Get $2 off $40 with today's Facebook Exclusive. https://t.co/0YsVZTL2oe https://t.co/cbISGADvrt","2016-04-13:12"
"1200",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/6AwApE6D90","2016-04-13:11"
"1201",0,"Software Support &amp; Maintenance Jobs in Denver, CO - The Kroger Company https://t.co/DKswRogZTL","2016-04-13:11"
"1202",0,"Tell @kroger grocery stores to STOP buying seafood from Canadian sealers! Sign https://t.co/S5oeob6QR2 #sealhunt https://t.co/NB9RffAnVG","2016-04-13:11"
"1203",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/X2fjb9v5Zu","2016-04-13:11"
"1204",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/8wELtifHWk","2016-04-13:11"
"1205",0,"Plant Operations Manager Jobs in Irving, TX - The Kroger Company https://t.co/jMXC0I670J","2016-04-13:11"
"1206",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/7qUMT26pYy","2016-04-13:11"
"1207",0,"Plant Continuous Improvement Leader (CIL) Jobs in Fort Worth, TX - The Kroger Company https://t.co/8wELthY74M","2016-04-13:11"
"1208",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Shenandoah, TX - The Kroger Company https://t.co/r966FFPraT","2016-04-13:11"
"1209",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/WDEHIEXIvz","2016-04-13:11"
"1210",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/I7F3eAEQ7L","2016-04-13:11"
"1211",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/49L0bxjFcB","2016-04-13:11"
"1212",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/pxHGd4zl2X","2016-04-13:11"
"1213",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/TOsPq4UyVx","2016-04-13:11"
"1214",0,"General Help Utility Jobs in Compton, CA - The Kroger Company https://t.co/tI1Uj0fGYW","2016-04-13:11"
"1215",0,"Machine Operator Jobs in La Habra, CA - The Kroger Company https://t.co/66GdWtzAga","2016-04-13:11"
"1216",0,"Electrician Jobs in Compton, CA - The Kroger Company https://t.co/ceEFoMazMl","2016-04-13:11"
"1217",0,"Summer 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/FLlTaFB2Sq","2016-04-13:11"
"1218",0,"Fall 2016 Intern/Co-op, Project Manager Jobs in Compton, CA - The Kroger Company https://t.co/zwMovVN6fy","2016-04-13:11"
