"","score","text","created"
"1050",1,"This may be exactly how I felt when wegmans first opened ...but I don't live out there no more soooo Safeway is love","2016-04-13:11"
"1051",1,"But the new Safeway in hyattsville has me like <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>lmao and its 24 hours smh","2016-04-13:11"
"1052",0,"This is the lettuce from my Safeway sandwich. Seriously?  [via https://t.co/eS7B8AgACR] https://t.co/a1MCWitiEL","2016-04-13:11"
"1053",0,"Police Tip/28: did law enforcement question Walter Noel why he introduced me to his Haitian friend Danny (mother lived behind the Safeway)","2016-04-13:11"
"1054",-2,"Hot stock watch: Safeway Bracelets loses $807M lawsuit; Chief Lunchbox Officer Geoff Darrow accused of impropriety","2016-04-13:11"
"1055",0,"@Mister40oz Renton Kent it's only 6 min from my house now up by Safeway and panther lake","2016-04-13:11"
"1056",2,"RT @BethandFriends: @BethandFriends @ManningMarty @ Safeway Broadway &amp; Rural til 9A w/ free coffee &amp; donuts, D'Backs tix, &amp; more free stuff…","2016-04-13:11"
"1057",2,"@BethandFriends @ManningMarty @ Safeway Broadway &amp; Rural til 9A w/ free coffee &amp; donuts, D'Backs tix, &amp; more free stuff! #MorningsMadeBetter","2016-04-13:11"
"1058",0,"@WayneLambright you can be sick of it, you are better off getting a job as a bagger at safeway, oh wait...","2016-04-13:11"
"1059",0,"https://t.co/4I8DTAok8c","2016-04-13:11"
"1060",0,"#Vons/#Safeway: New JUST4U Coupons!!! https://t.co/fNP5FgV3FP","2016-04-13:11"
"1061",1,"#BREAKING: Police report call for 2 men fighting with knives at Safeway in Germantown. More info to come when available.","2016-04-13:11"
"1062",0,"Safeway Matchups 4/13 – 4/19 https://t.co/R43sztMBHM","2016-04-13:11"
"1063",0,"An Accra High Court has ordered INVESTMENT firm, Safeway Estate Ltd to pay an investor 130,000 cedis plus... https://t.co/bW1PAn21EW","2016-04-13:11"
"1064",1,"@lindseyparisius the one in the Safeway/CVS parking lot, right next to jack in the box! :)","2016-04-13:11"
"1065",1,"Find the best sales Safeway Awesome Custom Tees . xAds-Tshirt Worth :$22.forty fivePurchase Now   https://t.co/279TXlmuU4 #holidaytshirt","2016-04-13:11"
"1066",0,"„Canadian Food Inspection Agency: Prosecute Safeway's chicken meat humane-washing” - Jetzt untersc... https://t.co/3b8mJUsfRW via @ChangeGER","2016-04-13:11"
"1067",0,"Safeway - Top Deals For April 13 - 19: Dannon Danimals Squeezables Yogurt $0.99, Tide PODS Laundry Detergent... https://t.co/uUcEHeSEH9","2016-04-13:11"
"1068",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/pMkucxADEg","2016-04-13:11"
"1069",2,"@__CandyCane We finally found a wonderful bread @Safeway that is delicious. And it gets moldy after 3 days. As it should.","2016-04-13:11"
"1070",-1,"RT @BethandFriends: Got allergies?  Join Marty Manning 7-9a at Safeway Broadway &amp; Rural   Free coffee/donuts, Starbucks cards, D'backs tix!…","2016-04-13:11"
"1071",2,"I got my daughter corsage from Safeway last year and they did a great job w/ it and their price was reasonable. I will be returning","2016-04-13:11"
"1072",1,"@BethandFriends @ManningMarty @ Safeway Broadway &amp; Rural til 9A w/ free coffee &amp; donuts, D'Backs tix, &amp; Starbucks cards! #MorningsMadeBetter","2016-04-13:11"
"1073",0,"#PhoenixJobs #PHXjobs #AZjobs #jobs Courtesy Clerk (11004) - Front End Service - Safeway - Goo.. visit<U+2794> https://t.co/rFskVhHX2t","2016-04-13:11"
"1074",0,"Vons/Safeway: New JUST4U Coupons!!! https://t.co/A04htJsbPb","2016-04-13:11"
"1075",0,"Canadian Food Inspection Agency: Prosecute Safeway's chicken meat humane-washing https://t.co/SQFsFyGWdi via @CdnChange","2016-04-13:10"
"1076",0,"@washcaps @Safeway. Good one.","2016-04-13:10"
"1077",0,"#MatchUpLists Safeway – April 13 – April 19 https://t.co/EUgPJwjoLa","2016-04-13:10"
"1078",3,"@JJthe_Jetplane UTC is nice 875 is like average rent shuttle service pretty much on point and the mall and safeway are clutch","2016-04-13:10"
"1079",0,"Forever using my moms Safeway rewards on gas<ed><U+00A0><U+00BD><ed><U+00B8><U+0085>","2016-04-13:10"
"1080",0,"Well, on a side note, I think Danielle and I just fell in love @ Safeway","2016-04-13:10"
"1081",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/x2zOR6pW6H","2016-04-13:10"
"1082",0,"https://t.co/HPN43tDLt5","2016-04-13:10"
"1083",0,"LIVE on #Periscope: Marty live.  Safeway Rural and Broadway  https://t.co/ZlaBq4JDHe","2016-04-13:10"
"1084",0,"Driveways Fife: Need Help With Your Driveway In Fife? Call Us Today To Make An Appointment Safeway Driveways o... https://t.co/9Gd3YIYHly","2016-04-13:10"
"1085",0,"SAFEWAY TRACY IS HIRING: TRAFFIC INVENTORY CLERK https://t.co/KHz1RkhnxV","2016-04-13:10"
"1086",0,"RT @BethandFriends: Free coffee&amp;donuts!  Marty and #MorningsMadeBetter Safeway Rural &amp; Bway in Tempe. https://t.co/GJholdig5F","2016-04-13:10"
"1087",1,"Join @BethandFriends @ManningMarty at Safeway Broadway &amp; Rural now for your free coffee &amp; donuts, D'Backs tix, and more! #MorningsMadeBetter","2016-04-13:10"
"1088",0,"Free coffee&amp;donuts!  Marty and #MorningsMadeBetter Safeway Rural &amp; Bway in Tempe. https://t.co/GJholdig5F","2016-04-13:10"
"1089",1,"@garyharrell_13 Safeway delivers. First order over 40 bucks is free delivery","2016-04-13:10"
"1090",1,"Rockville Ice Arena could receive $150k in Kraft Hockeyville program supported by @Safeway!! https://t.co/4lPqlE4diB https://t.co/XLXddGafyd","2016-04-13:10"
"1091",0,"find me at Safeway :)","2016-04-13:10"
"1092",0,"#VancouverJobs #WAjobs #ORjobs #jobs Starbucks Clerk (11973) - Safeway - Damascus, OR see<U+2794> https://t.co/fmtYYSgWe5","2016-04-13:10"
"1093",0,"AccessWinnipeg: GoodLife Fitness Center Coming to Brandon: Safeway closed their store in Brandon Shoppers… https://t.co/6tlsi9BS0s","2016-04-13:10"
"1094",0,"RT @bantambagels: Frozen boxes of Bantam Bagels. #comingsoon to @safeway stores in NorCal and Hawaii! #nextweek #changethewayyoubagel https…","2016-04-13:10"
"1095",0,"NEW JOB: Phoenix AZ - Accountant II - The Albertsons and Safeway family of brands includes... https://t.co/t8yyPUYXRj #Safeway #job #jobs","2016-04-13:10"
"1096",0,"I'm at @Safeway in Washington, DC https://t.co/8mzpqtTvnf","2016-04-13:10"
"1097",0,"I just checked in at Safeway with #mPLUSPlaces Download today!  https://t.co/3HADXU7p8B","2016-04-13:10"
"1098",0,"103 Safeway Monopoly Tickets Unopened Is Your Free Gift With This Board https://t.co/Ddi0cN73zC Last Second OutBid <U+21BA>RT, Favorite","2016-04-13:10"
"1099",0,"107 Safeway Monopoly Tickets Unopened Is Your Free Gift With This Board https://t.co/NNohC17qVN Last Second Ebay Bid <U+21BA>RT, Favori","2016-04-13:10"
"1100",0,"50 Unopened Monopoly Tickets Safeway Vons Randalls Is Your Free Gift With Th https://t.co/uhl03p5K7R Ebay Snipe <U+21BA>RT, Favorite, S","2016-04-13:10"
"1101",0,"RT @BethandFriends: Join @BethandFriends @ManningMarty now! Safeway, Broadway &amp; Rural! Free coffee, donuts, D'Backs tix, Starbucks cards! #…","2016-04-13:10"
"1102",0,"GoodLife Fitness Center Coming to Brandon: Safeway closed their store in Brandon Shoppers… https://t.co/14yNnVr9Pi","2016-04-13:10"
"1103",0,"Join @BethandFriends @ManningMarty now! Safeway, Broadway &amp; Rural! Free coffee, donuts, D'Backs tix, Starbucks cards! #MorningsMadeBetter","2016-04-13:10"
"1104",0,"#SurpriseJobs #PHXJobs #AZJobs #jobs Courtesy Clerk (11004) - Front End Service - Safeway - Goo.. see<U+2794> https://t.co/lNF7PsNEJl","2016-04-13:09"
"1105",-1,"Kudos to @TraderJoesList @ @Safeway @Target for not selling freak #frankenfish #salmon https://t.co/HN739Dq4kl","2016-04-13:09"
"1106",0,"Safeway Coupon Match-ups: 4/13-4/19 Top Deals + Full Deal List! https://t.co/oQmIw4lcHv","2016-04-13:09"
"1107",0,"@Safeway $8.50 for a box of cookies are you kidding me? #Passover is expensive enough on its own!! <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1> https://t.co/1Tw9umfOZ4","2016-04-13:09"
"1108",0,"@PowerBar not at Safeway or CVS not even Wallgreens.. &amp; everyone knows, even my wife and 5yr old boy that daddy eats a VC in the morning.","2016-04-13:09"
"1109",0,"How does the Safeway deli run out of eggs?! There are literally HUNDREDS of cartons of eggs in this place. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>","2016-04-13:09"
"1110",1,"RT @DrunknfistofDMV: Made by Safeway  RT @WeNotSocks: I googled potato salad and none of the pictures look like potato salad to me. https:/…","2016-04-13:09"
"1111",1,"Made by Safeway  RT @WeNotSocks: I googled potato salad and none of the pictures look like potato salad to me. https://t.co/uHHe0txppv","2016-04-13:09"
"1112",0,"Previously register ur #Safeway card to generate $ for schools? Login @ https://t.co/EJ4ELKCPk1 Manage ur acct/update ur schools/non-profits","2016-04-13:09"
"1113",0,"RT @_itsjocelynnn: Monica and I be geeking on our adventures to Safeway","2016-04-13:09"
"1114",0,"Thanks! RT@Safeway: Fresh picked produce delivered to stores daily, this week find @OceanMistFarms artichokes! https://t.co/7lollazn7U","2016-04-13:09"
"1115",0,"50 UNOPENED Monopoly Game Pieces Albertsons Jewel Safeway Vons Randalls Acme - Bid Now! On… https://t.co/bjvLHq3iWO https://t.co/IIuxqRVLRB","2016-04-13:09"
"1116",0,"50 UNOPENED Monopoly Game Pieces Albertsons Jewel Safeway Vons Randalls Acme - Bid Now! On… https://t.co/gHkKlQy9aK https://t.co/Ct9SrXzmpD","2016-04-13:09"
"1117",0,"50 UNOPENED Monopoly Game Pieces Albertsons Jewel Safeway Vons Randalls Acme - Bid Now! On… https://t.co/4Bny3bIPlT https://t.co/kphSVuGIVN","2016-04-13:09"
"1118",0,"50 UNOPENED Monopoly Game Pieces Albertsons Jewel Safeway Vons Randalls Acme - Bid Now! On… https://t.co/kBv4QzAT0n https://t.co/mQqCFNQuaG","2016-04-13:09"
"1119",0,"50 UNOPENED Monopoly Game Pieces Albertsons Jewel Safeway Vons Randalls Acme - Bid Now! On… https://t.co/6EQCLC6X2J https://t.co/C8LoJmmNNj","2016-04-13:09"
"1120",0,"50 UNOPENED Monopoly Game Pieces Albertsons Jewel Safeway Vons Randalls Acme - Bid Now! On… https://t.co/9jp2271bzS https://t.co/tpcTAofVUv","2016-04-13:09"
"1121",0,"Monica and I be geeking on our adventures to Safeway","2016-04-13:08"
"1122",-1,"Ha! Another mention for Safeway: https://t.co/NnM8Y29puO - RT @BethandFriends Got allergies?  Join Marty Manning 7-9a at Safeway Broadway...","2016-04-13:08"
"1123",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/MjXaVCBJp5 https://t.co/Z92E9sSrHW","2016-04-13:08"
"1124",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/Q4zHQOjMFb https://t.co/zcHXR6HQSb","2016-04-13:08"
"1125",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/ywiAoOgjf1 https://t.co/dfAwDnrbR6","2016-04-13:08"
"1126",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/gBWEvs7rxy https://t.co/6nr0FZMq5F","2016-04-13:08"
"1127",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/Fb0dk11aPw https://t.co/hYvTJG8MJT","2016-04-13:08"
"1128",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/aWbUF5zMvQ https://t.co/Ztf3FVmm7L","2016-04-13:08"
"1129",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/vc5AaWIsrU https://t.co/JiiJj7vkHW","2016-04-13:08"
"1130",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/XHDphirdZB https://t.co/sFMbpnPOzJ","2016-04-13:08"
"1131",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/Z7DAuE39Na https://t.co/EEwzGKajh1","2016-04-13:08"
"1132",0,"51 Unopened Monopoly Tickets Safeway Vons Randalls pieces - Bid Now! Only $12.5 https://t.co/DUSIFzvREj https://t.co/bqeHcTw7Rj","2016-04-13:08"
"1133",0,"Frozen boxes of Bantam Bagels. #comingsoon to @safeway stores in NorCal and Hawaii! #nextweek #changethewayyoubagel https://t.co/yeOy8lJvlt","2016-04-13:08"
"1134",0,"Safeway Estate: Investment firm pulls a DKM on customers - https://t.co/W0u8Cy9Thu","2016-04-13:08"
"1135",1,"Fox Report Sunday is not a perfectly cut, factory-line Safeway-brand slice. #PraiseFOX","2016-04-13:08"
"1136",0,"Yuck!! https://t.co/dB7hQrFCJD","2016-04-13:08"
"1137",0,"#hrisjobs #sirhjobs Job: HRIS Specialist: Apply for HRIS Specialist position at Safeway Stores... https://t.co/iRA54DGl64 #thwjobs #thwrn","2016-04-13:08"
"1138",-1,"Got allergies?  Join Marty Manning 7-9a at Safeway Broadway &amp; Rural   Free coffee/donuts, Starbucks cards, D'backs tix!  #MorningsMadeBetter","2016-04-13:08"
"1139",0,"RT @AbuMubarik: Safeway Estate: Investment firm pulls a DKM on customers https://t.co/jhBrGpOenJ","2016-04-13:08"
"1140",0,"Safeway Estate: Investment firm pulls a DKM on customers https://t.co/jhBrGpOenJ","2016-04-13:08"
"1141",1,"@misakouroco ¥10935 (today) www. Instead, I buy my wasabi in a tube from Safeway--it's labeled as ""pure"" with no added horseradish. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>","2016-04-13:07"
"1142",0,"150 Safeway Monopoly Tickets - Bid Now! Only $61.01 https://t.co/yhZjOilzJz https://t.co/qvyVov2Lyp","2016-04-13:07"
"1143",0,"Safeway S25-4 Complete Quick Coupler 1"" 3000 Psi S71-4 https://t.co/k3eTCWo1Eh Last Second Ebay Bid <U+21BA>RT, Favorite, Share","2016-04-13:07"
"1144",0,"@NorCalBono yeah, Harris Teeter, the Safeway by my house, some Giants are open late if not 24 hours","2016-04-13:07"
"1145",1,"Safeway Weekly Ad 413 – 4/19/2016: Safeway Weekly Ad 413 – 4/19/2016 I’ve listed the best deals of this week’s... https://t.co/VPpfjSRBSM","2016-04-13:07"
"1146",0,"I'm at Safeway Honda Moto Peças https://t.co/5A1SJSDKVB","2016-04-13:07"
"1147",0,"Three years ago today... Fight outside Sexy Safeway sends the King of Techworld zipping away for safety... https://t.co/blcmBTqbAG","2016-04-13:07"
"1148",0,"Safeway Weekly Ad 413 – 4/19/2016 https://t.co/FWDzKS01Lv","2016-04-13:07"
"1149",0,"NEW JOB: Phoenix AZ - Director Employee Service Center - The Director of Processing is res... https://t.co/VmtHCXnYwo #Safeway #job #jobs","2016-04-13:07"
"1150",0,"56 Unopened Monopoly Tickets Safeway Is A Free Gift With This Mystery Item https://t.co/6ZShCG75c0 Ebay Snipe <U+21BA>RT, Favorite, Sha","2016-04-13:07"
"1151",-1,"@eitmonline can i freeze my Safeway eggs for my kids school science project? https://t.co/mx3RsZhF82","2016-04-13:07"
"1152",-1,"#oldfiles: Investors threaten legal action against Safeway https://t.co/l5sXSTScCK","2016-04-13:07"
"1153",0,"@mrerickv @IGGYAZALEA tell her to swing by to the new Safeway on the pike by Twinbrook station!","2016-04-13:06"
"1154",0,"#Job #Pleasanton Program Manager, Marketing and Merchandising - Safeway (pleasanton, california): Albertsons:S... https://t.co/0ui30kew6U","2016-04-13:06"
"1155",-2,"I need an oven, tired of my little 2 burner Safeway crap. so DARN EXPENSIVE!","2016-04-13:06"
"1156",0,"#ScottsdaleJobs #PHXjobs #AZjobs #jobs Fuel Station Attendant-Retail (11040) - Safeway - Phoe.. see<U+2794> https://t.co/kIFovcQqYi","2016-04-13:06"
"1157",0,"65 Jewel New Monopoly Pieces Safeway Albertsons Vons Acme Randalls 2016 https://t.co/XFiVTHAoqR Last Second OutBid <U+21BA>RT, Favorite","2016-04-13:06"
"1158",0,"See our #pensions briefing on the case of Safeway Limited v Newton  

https://t.co/TRJKkZCwBS","2016-04-13:05"
"1159",1,"Buying fruit at Safeway instead of hot Cheetos was the most ridiculous choice I've ever made. But I'll thank myself for that tomorrow <ed><U+00A0><U+00BD><ed><U+00B9><U+0082>","2016-04-13:05"
"1160",-1,"GFs/people hate me. I have such weird hours. And do stuff at like 3 a.m. regularly. Pretty much alone in line at the 24 hour Safeway.","2016-04-13:05"
"1161",0,"#SFOJobs #SanFranciscoJobs #jobs Baker (11000) - Safeway - Alameda, CA <ed><U+00A0><U+00BC><ed><U+00BC><U+0089> https://t.co/NCfW3oc6uB","2016-04-13:05"
"1162",0,"<U+30D6><U+30ED><U+30B0><U+3092><U+30A2><U+30C3><U+30D7><U+3057><U+307E><U+3057><U+305F><U+3002>/<U+30A2><U+30E1><U+30EA><U+30AB><U+306E><U+30DF><U+30CD><U+30E9><U+30EB><U+30A6><U+30A9><U+30FC><U+30BF><U+30FC><U+3067><U+304A><U+8336><U+3092><U+3044><U+308C><U+3066><U+307F><U+308B><U+3002><U+3069><U+308C><U+304C><U+304A><U+3044><U+3057><U+3044><U+304B><U+3057><U+3089><U+3002>(<U+30B9><U+30FC><U+30D1><U+30FC> SAFEWAY<U+7DE8>) - <U+304A><U+8336><U+306E><U+56FD><U+306E><U+4EBA><U+3060><U+3082><U+306E><U+3002> https://t.co/qRLpK0MDXp","2016-04-13:05"
"1163",0,"@tinybitchbaby Safeway has a platter for $9","2016-04-13:04"
"1164",0,"Various: Reser's, Stonemill Kitchens, Safeway, Walmart Refrigerated Salads Recall https://t.co/mteZFtu6wY","2016-04-13:04"
"1165",0,"@Gizm0h i used to work at Safeway FUCK THAT PLACE and the sushi nigga u should of took all of that shit","2016-04-13:04"
"1166",0,"Various: Reser's, Stonemill Kitchens, Safeway, Walmart Refrigerated Salads Recall https://t.co/qNzpLUUghH","2016-04-13:04"
"1167",0,"Finessed sushi from Safeway and jugged Walmart of some Chinese garlic chicken 

Drunk as fukkk","2016-04-13:04"
"1168",0,"Safeway Estate: Investment firm pulls a DKM on customers: An Accra High Court has ordered investment firm, Saf... https://t.co/Y1hkKpREaF","2016-04-13:04"
"1169",0,"@newsontv3 safeway tilapia investment has absconded with our monies.. Pls follow up for us","2016-04-13:04"
"1170",0,"Score a Dozen of Lucerne Large Eggs For $.74 at Safeway With Coupon Stack! (Northwest Ad Region) https://t.co/2b9N2wO6aG","2016-04-13:04"
"1171",0,"NEW JOB: Phoenix AZ - Retail Services Center Support Representative PT - Albertsons' Compa... https://t.co/ffwpXMyxzA #Safeway #job #jobs","2016-04-13:03"
"1172",0,"Safeway Estate: Investment firm pulls a DKM on customers https://t.co/BHyK6AQXre https://t.co/oQH03bx3uZ","2016-04-13:03"
"1173",0,"Safeway Estate: Investment firm pulls a DKM on customers https://t.co/sf5SCQitsj https://t.co/FgINBOrC6m","2016-04-13:03"
"1174",0,"Safeway Estate: Investment firm pulls a DKM on customers https://t.co/sH0K9FOmyA https://t.co/7EYPy69dzx","2016-04-13:03"
"1175",0,"Safeway Estate: Investment firm pulls a DKM on customers READ&gt; https://t.co/WmZGzlp45r https://t.co/NB6HxjGldY","2016-04-13:03"
"1176",0,"My local Safeway just raised 1/2 case beer prices $2.00 across the shelf. https://t.co/QINWpa3ETO","2016-04-13:03"
"1177",0,"Meat Production Clerk @Sardis: Safeway: ""and former Courtesy Clerk. About Safeway: Safeway… https://t.co/YCXr9puMg9 #abbotsford #jobs #bc","2016-04-13:03"
"1178",0,"Shopping at Safeway Kroger Walmart Costco or at the 711 https://t.co/GiHnUcDPwu","2016-04-13:03"
"1179",0,"And he might be in Safeway and aunties naturally segregate during","2016-04-13:03"
"1180",0,"Grinding smarter now. Fuck Safeway. I'm no one's slave.","2016-04-13:03"
"1181",0,"Hidung kalah mancung sama pipi bakpaw.... <ed><U+00A0><U+00BD><ed><U+00B8><U+00AA><ed><U+00A0><U+00BD><ed><U+00B8><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+009C> @ Safeway Indonesia https://t.co/F1BsNgIxw5","2016-04-13:03"
"1182",0,"#Job Alert: #Yakima #Jobs Pharmacy Assistant - Safeway Inc - Yakima, WA:… https://t.co/vBcHCoQdet For More Jobs &gt;&gt;&gt; Please Go2 Our Page!","2016-04-13:03"
"1183",0,"I'm at @Safeway in Tacoma, WA https://t.co/fx9xb3yYP7","2016-04-13:02"
"1184",0,"Meat Production Clerk @Burnaby Heights: Safeway (Burnaby): ""and former Courtesy Clerk. About… https://t.co/O9Gy9Qfa4P #vancouver #jobs","2016-04-13:02"
"1185",2,"Cashier at Safeway- ""Would you like to play the Safeway monopoly game?""
Me- ""No thanks.. I've taken enough L's this weekend.""","2016-04-13:02"
"1186",0,"RT @SchermyDL: There's very few things in this world I take as seriously as I take Safeway monopoly","2016-04-13:02"
"1187",0,"In what is suspected to be another microfinance bust like DKM, the office of the company located on the Spintex... https://t.co/ecHs2wbeor","2016-04-13:02"
"1188",0,"Pharmacy Assistant - Safeway Inc - Yakima, WA - Answer phone calls not requiring the pharmacist’s attention. Mu... https://t.co/XRY0yu2OHD","2016-04-13:02"
"1189",0,"Score a Dozen of Lucerne Large Eggs For $.74 at Safeway With Coupon Stack! (Northwest Ad Region) https://t.co/SNWpXRJuuD","2016-04-13:02"
"1190",0,"@roxxanne456 Safeway does them","2016-04-13:02"
"1191",1,"Went to Safeway and bought mostly healthy food.","2016-04-13:02"
"1192",0,"@leilah_9 depends where you get them! At STEMS by nob hill they can get pricey like $30+, but Safeway does them for under 20 <U+263A><U+FE0F>","2016-04-13:02"
"1193",0,"eBay: 700 Plus 2016 Safeway Monopoly Pieces Plus… https://t.co/ck8vEUCTDu #stamps #philately https://t.co/jkzTNNSBNn https://t.co/vR0cIYQk6y","2016-04-13:02"
"1194",0,"Lot of 50 Unopened Monopoly Game Pieces 2016 Tickets Albertsons Vons Safeway: £19.63End Date: 16-Apr 01:38Buy ... https://t.co/sMhVAsuGC5","2016-04-13:02"
"1195",-1,"Or a fudge brownie gelato from Safeway <ed><U+00A0><U+00BD><ed><U+00B8><U+009B>","2016-04-13:02"
"1196",0,"Officials of Safeway Estate Ltd go missing as customers chase investment - https://t.co/bH6rqGRuOL https://t.co/qTq0jHSWpj","2016-04-13:02"
"1197",0,"RT @gretchenbaer: @DougStanhope I always know when you were in the Safeway checkout line before me.","2016-04-13:02"
"1198",0,"NEW JOB: Keizer OR - Pharmacy Manager-Keizer-Safeway - Safeway a division of Albertsons Sa... https://t.co/qbRtSQy215 #Safeway #job #jobs","2016-04-13:02"
"1199",2,"There is some really pretty music playing in Safeway right now. &lt;3","2016-04-13:02"
"1200",1,"@JackieRufino lol exactly you were gonna leave and get one.. There's no Safeway nearby? Got get you some healthy late night snacks","2016-04-13:02"
"1201",0,"I'm really at Safeway in actual pajama pants <ed><U+00A0><U+00BC><ed><U+00BC><U+009A>","2016-04-13:02"
"1202",2,"So my manager told me if I didn't wanna work @ Safeway to quit instead of walking around lookin like my cat died<ed><U+00A0><U+00BE><ed><U+00B4><U+0094><ed><U+00A0><U+00BD><ed><U+00B0><U+00B1> https://t.co/EwYOaOBoSe","2016-04-13:02"
"1203",1,"I hope I see that security guard again. We was dabbing, hitting the folks &amp; singing in Safeway. Lil dad helped me find the lighters <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>","2016-04-13:02"
"1204",0,"my ptsd really kicks in when I think about the times I had to longboard from my dorm building to Safeway and back in the rain for groceries","2016-04-13:02"
"1205",0,"@DougStanhope I always know when you were in the Safeway checkout line before me.","2016-04-13:02"
"1206",0,"Saw a guy buying flowers and candy at Safeway, he must have pissed off his girlfriend <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-13:02"
"1207",-1,"My mom is so damn into that monopoly safeway game <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-13:02"
"1208",0,"@madiereppert <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB> we need to buy out every single plate Safeway has!","2016-04-13:01"
"1209",0,"PSA: 7$ tripel at Safeway!!!!","2016-04-13:01"
"1210",1,"If only Safeway were still open they have good Mac and cheese <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>","2016-04-13:01"
"1211",-1,"RT @jaeslum: Servin u premium quality safeway bathroom sass https://t.co/jBM9vZNkNJ","2016-04-13:01"
"1212",1,"We are making progress. Slowly, but surely. Love this <U+2764><U+FE0F> @Safeway https://t.co/4Fgzf6WmQS","2016-04-13:01"
"1213",0,"I know all the songs Safeway plays word for word now <ed><U+00A0><U+00BD><ed><U+00B9><U+0083>","2016-04-13:01"
"1214",-1,"Safeway's Nan bread has onions in it. Now my tongue is confused","2016-04-13:01"
"1215",0,"Scored $5 at Safeway that I thought belonged to the guy who was in front of me but ended up not being his <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>","2016-04-13:01"
"1216",0,"The fact that Kevin walked all the way to Safeway to get some hamburger buns <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>","2016-04-13:01"
"1217",0,"@anellejvr lol Safeway","2016-04-13:01"
"1218",0,"Walked all the way to Safeway to go pee, but got too shy to ask for the bathrooms so I left and walked all the way back home","2016-04-13:01"
"1219",0,"I got a roasted chicken from Safeway.","2016-04-13:01"
"1220",0,"I'm at Safeway Philtech Inc. in Taguig, Metro Manila https://t.co/yNjppz5Dsn","2016-04-13:01"
"1221",1,"sometimes i go to safeway for fun","2016-04-13:01"
"1222",0,"@Byaraa_ La familia by Safeway","2016-04-13:01"
"1223",0,"@StephenCurry30 how's it u always sneakin to st.joes just blocks away? Wife says u need to hit up south shore Safeway.","2016-04-13:01"
"1224",1,"@AshKetchumSays god bless, i go to safeway on the regular to buy a dozen croissants too","2016-04-13:01"
"1225",0,"28 Unopened Monopoly Tickets 2016 Safeway Is A Free Gift With This Mystery I https://t.co/nbwmuachEL Ebay Bid Last Second <U+21BA>RT, F","2016-04-13:01"
"1226",0,"32 Unopened Monopoly Tickets 2016 Safeway Is A Free Gift With This Mystery I https://t.co/6CP3lJxwYH Last Second OutBid <U+21BA>RT, Fav","2016-04-13:01"
"1227",0,"26 Unopened Monopoly Tickets Safeway Vons Is A Free Gift With This Mystery I https://t.co/jr4voXClU7 Last Second Ebay Bid <U+21BA>RT, F","2016-04-13:01"
"1228",0,"105 Sealed Safeway Monopoly Pieces Are Free When You Buy This Mystery Item https://t.co/hLD5JnuS6j Free Ebay Sniping <U+21BA>RT, Favori","2016-04-13:01"
"1229",1,"Safeway Lady: Do you play Monopoly?

Me:  You bet your sweet ass I do <ed><U+00A0><U+00BD><ed><U+00B8><U+0090> https://t.co/XRydVqx5CT","2016-04-13:01"
"1230",0,"@Safeway Awesome!","2016-04-13:01"
"1231",0,"Dear woman @ Safeway
I just bought sushi for 1 A piece of cheesecake for 1 &amp; a bottle of wine for 1. Don't ask me what my plans are you know","2016-04-13:01"
"1232",1,"Live tweet! Currently hot boxing the rental car at Safeway blasting music<ed><U+00A0><U+00BE><ed><U+00B4><U+0098><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>","2016-04-13:01"
